GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Imputed,Estimate; Total: - Not Imputed
0800000US360614491951000021900,360614491951000021900,"Census Tract 219, New York city (part), Manhattan borough, New York County, New York",1716,80,1636
0800000US360614491951000022000,360614491951000022000,"Census Tract 220, New York city (part), Manhattan borough, New York County, New York",2438,252,2186
0800000US360614491951000022102,360614491951000022102,"Census Tract 221.02, New York city (part), Manhattan borough, New York County, New York",1147,82,1065
0800000US360614491951000022200,360614491951000022200,"Census Tract 222, New York city (part), Manhattan borough, New York County, New York",1256,167,1089
0800000US360614491951000022301,360614491951000022301,"Census Tract 223.01, New York city (part), Manhattan borough, New York County, New York",3874,252,3622
0800000US360614491951000022302,360614491951000022302,"Census Tract 223.02, New York city (part), Manhattan borough, New York County, New York",1414,75,1339
0800000US360614491951000022400,360614491951000022400,"Census Tract 224, New York city (part), Manhattan borough, New York County, New York",1972,230,1742
0800000US360614491951000022500,360614491951000022500,"Census Tract 225, New York city (part), Manhattan borough, New York County, New York",4639,522,4117
0800000US360614491951000022600,360614491951000022600,"Census Tract 226, New York city (part), Manhattan borough, New York County, New York",1883,337,1546
0800000US360614491951000022700,360614491951000022700,"Census Tract 227, New York city (part), Manhattan borough, New York County, New York",2431,204,2227
0800000US360614491951000022800,360614491951000022800,"Census Tract 228, New York city (part), Manhattan borough, New York County, New York",2478,171,2307
0800000US360614491951000022900,360614491951000022900,"Census Tract 229, New York city (part), Manhattan borough, New York County, New York",4281,373,3908
0800000US360614491951000023000,360614491951000023000,"Census Tract 230, New York city (part), Manhattan borough, New York County, New York",3889,380,3509
0800000US360614491951000023100,360614491951000023100,"Census Tract 231, New York city (part), Manhattan borough, New York County, New York",3512,232,3280
0800000US360614491951000023200,360614491951000023200,"Census Tract 232, New York city (part), Manhattan borough, New York County, New York",3328,277,3051
0800000US360614491951000023300,360614491951000023300,"Census Tract 233, New York city (part), Manhattan borough, New York County, New York",3254,191,3063
0800000US360614491951000023400,360614491951000023400,"Census Tract 234, New York city (part), Manhattan borough, New York County, New York",2496,369,2127
0800000US360614491951000023501,360614491951000023501,"Census Tract 235.01, New York city (part), Manhattan borough, New York County, New York",2947,375,2572
0800000US360614491951000023502,360614491951000023502,"Census Tract 235.02, New York city (part), Manhattan borough, New York County, New York",878,89,789
0800000US360614491951000023600,360614491951000023600,"Census Tract 236, New York city (part), Manhattan borough, New York County, New York",2552,433,2119
0800000US360614491951000023700,360614491951000023700,"Census Tract 237, New York city (part), Manhattan borough, New York County, New York",3316,270,3046
0800000US360614491951000023801,360614491951000023801,"Census Tract 238.01, New York city (part), Manhattan borough, New York County, New York",5007,419,4588
0800000US360614491951000023802,360614491951000023802,"Census Tract 238.02, New York city (part), Manhattan borough, New York County, New York",486,0,486
0800000US360614491951000023900,360614491951000023900,"Census Tract 239, New York city (part), Manhattan borough, New York County, New York",1112,113,999
0800000US360614491951000024000,360614491951000024000,"Census Tract 240, New York city (part), Manhattan borough, New York County, New York",114,36,78
0800000US360614491951000024100,360614491951000024100,"Census Tract 241, New York city (part), Manhattan borough, New York County, New York",4315,373,3942
0800000US360614491951000024200,360614491951000024200,"Census Tract 242, New York city (part), Manhattan borough, New York County, New York",1198,125,1073
0800000US360614491951000024301,360614491951000024301,"Census Tract 243.01, New York city (part), Manhattan borough, New York County, New York",1531,165,1366
0800000US360614491951000024302,360614491951000024302,"Census Tract 243.02, New York city (part), Manhattan borough, New York County, New York",1802,65,1737
0800000US360614491951000024500,360614491951000024500,"Census Tract 245, New York city (part), Manhattan borough, New York County, New York",6938,603,6335
0800000US360614491951000024700,360614491951000024700,"Census Tract 247, New York city (part), Manhattan borough, New York County, New York",3932,559,3373
0800000US360614491951000024900,360614491951000024900,"Census Tract 249, New York city (part), Manhattan borough, New York County, New York",401,28,373
0800000US360614491951000025100,360614491951000025100,"Census Tract 251, New York city (part), Manhattan borough, New York County, New York",1261,202,1059
0800000US360614491951000025300,360614491951000025300,"Census Tract 253, New York city (part), Manhattan borough, New York County, New York",4781,445,4336
0800000US360614491951000025500,360614491951000025500,"Census Tract 255, New York city (part), Manhattan borough, New York County, New York",2735,225,2510
0800000US360614491951000025700,360614491951000025700,"Census Tract 257, New York city (part), Manhattan borough, New York County, New York",2016,50,1966
0800000US360614491951000025900,360614491951000025900,"Census Tract 259, New York city (part), Manhattan borough, New York County, New York",1675,215,1460
0800000US360614491951000026100,360614491951000026100,"Census Tract 261, New York city (part), Manhattan borough, New York County, New York",5613,1011,4602
0800000US360614491951000026300,360614491951000026300,"Census Tract 263, New York city (part), Manhattan borough, New York County, New York",4163,290,3873
0800000US360614491951000026500,360614491951000026500,"Census Tract 265, New York city (part), Manhattan borough, New York County, New York",4024,230,3794
0800000US360614491951000026700,360614491951000026700,"Census Tract 267, New York city (part), Manhattan borough, New York County, New York",774,35,739
0800000US360614491951000026900,360614491951000026900,"Census Tract 269, New York city (part), Manhattan borough, New York County, New York",3768,352,3416
0800000US360614491951000027100,360614491951000027100,"Census Tract 271, New York city (part), Manhattan borough, New York County, New York",4451,326,4125
0800000US360614491951000027300,360614491951000027300,"Census Tract 273, New York city (part), Manhattan borough, New York County, New York",3847,147,3700
0800000US360614491951000027500,360614491951000027500,"Census Tract 275, New York city (part), Manhattan borough, New York County, New York",1712,22,1690
0800000US360614491951000027700,360614491951000027700,"Census Tract 277, New York city (part), Manhattan borough, New York County, New York",2555,182,2373
0800000US360614491951000027900,360614491951000027900,"Census Tract 279, New York city (part), Manhattan borough, New York County, New York",5622,262,5360
0800000US360614491951000028100,360614491951000028100,"Census Tract 281, New York city (part), Manhattan borough, New York County, New York",1679,54,1625
0800000US360614491951000028300,360614491951000028300,"Census Tract 283, New York city (part), Manhattan borough, New York County, New York",3924,399,3525
0800000US360614491951000028500,360614491951000028500,"Census Tract 285, New York city (part), Manhattan borough, New York County, New York",3253,384,2869
0800000US360614491951000028700,360614491951000028700,"Census Tract 287, New York city (part), Manhattan borough, New York County, New York",2209,156,2053
0800000US360614491951000029100,360614491951000029100,"Census Tract 291, New York city (part), Manhattan borough, New York County, New York",5539,250,5289
0800000US360614491951000029300,360614491951000029300,"Census Tract 293, New York city (part), Manhattan borough, New York County, New York",4294,502,3792
0800000US360614491951000029500,360614491951000029500,"Census Tract 295, New York city (part), Manhattan borough, New York County, New York",4788,165,4623
0800000US360614491951000029700,360614491951000029700,"Census Tract 297, New York city (part), Manhattan borough, New York County, New York",0,0,0
0800000US360614491951000029900,360614491951000029900,"Census Tract 299, New York city (part), Manhattan borough, New York County, New York",1569,256,1313
0800000US360614491951000030300,360614491951000030300,"Census Tract 303, New York city (part), Manhattan borough, New York County, New York",2244,74,2170
0800000US360614491951000030700,360614491951000030700,"Census Tract 307, New York city (part), Manhattan borough, New York County, New York",1972,6,1966
0800000US360614491951000030900,360614491951000030900,"Census Tract 309, New York city (part), Manhattan borough, New York County, New York",4027,420,3607
0800000US360614491951000031100,360614491951000031100,"Census Tract 311, New York city (part), Manhattan borough, New York County, New York",0,0,0
0800000US360614491951000031703,360614491951000031703,"Census Tract 317.03, New York city (part), Manhattan borough, New York County, New York",4438,234,4204
0800000US360614491951000031704,360614491951000031704,"Census Tract 317.04, New York city (part), Manhattan borough, New York County, New York",3660,59,3601
0800000US360614491951000031900,360614491951000031900,"Census Tract 319, New York city (part), Manhattan borough, New York County, New York",0,0,0
